(0.184828601636+0j)
(-0.0772527624165-0.226153030299j)
(0.0211729162896-0.241768307564j)
(0.113958147031-0.218893792138j)
(0.195284865957-0.155581456432j)
(0.240064854091-0.0703792338733j)
(0.255530482855+0.0312278816796j)
(0.223604854757+0.126950322218j)
(0.160794427847+0.210447631847j)
(0.0627594833799+0.25915635125j)
(-0.0416980363113+0.26996532749j)
(-0.14889470276+0.231968157324j)
(-0.227096623265+0.160462864918j)
(-0.278954770232+0.0587900072556j)
(-0.283827115049-0.0546008796642j)
(-0.245976165456-0.167623727308j)
(-0.159841931358-0.250253340262j)
(-0.0528155059948-0.301439938575j)
(0.0732896764317-0.30129307865j)
(0.184798710923-0.257586909201j)
(0.280509286473-0.166946576321j)
(0.326605258463-0.0475574743376j)
(0.330000207545+0.0897536814376j)
(0.27125749902+0.212074620202j)
(0.172516536596+0.309141983737j)
(0.0408623001832+0.355034221888j)
(-0.100145323952+0.355510989349j)
(-0.238052898392+0.290521969922j)
(-0.33895339034+0.185666180089j)
(-0.394099302071+0.0375127198309j)
(-0.386070091873-0.115383670271j)
(-0.32071267965-0.266854019j)
(-0.201462927907-0.373390893142j)
(-0.0441410408851-0.437292837186j)
(0.127369581331-0.426062620103j)
(0.290216485114-0.357265951601j)
(0.408084213409-0.220056836991j)
(0.476867966379-0.0573700760216j)
(0.471437014899+0.134430091073j)
(0.401369818313+0.305043358272j)
(0.25867712931+0.4477426987j)
(0.0751127560426+0.5222374219j)
(-0.132039321287+0.524493792259j)
(-0.319021687673+0.446446603256j)
(-0.48009462988+0.300869155792j)
(-0.561419961098+0.108043095037j)
(-0.578737419055-0.112635218664j)
(-0.501203414591-0.320761355671j)
(-0.355594284278-0.496835792183j)
(-0.146068737943-0.594593658383j)
(0.0778212155094-0.618690360292j)
(0.310842316586-0.551745848122j)
(0.501869902314-0.40925006294j)
(0.623473516343-0.190625368539j)
(0.658992882195+0.0510368458085j)
(0.595154190177+0.2978723127j)
(0.454433166415+0.490310679066j)
(0.239431950767+0.632431819791j)
(-0.00341469557845+0.679555723223j)
(-0.266479280408+0.640886335455j)
(-0.479814446085+0.498282224014j)
(-0.63621155585+0.286451166714j)
(-0.694033825424+0.0308677521109j)
(-0.662358803934-0.230415792354j)
(-0.529710319798-0.457818007817j)
(-0.323443991005-0.629580098289j)
(-0.0617801401008-0.700256108296j)
(0.197762798643-0.678181839087j)
(0.436097040269-0.551940226099j)
(0.609941332713-0.353730569088j)
(0.695520443651-0.09991347426j)
(0.685640446904+0.169109792033j)
(0.56856794625+0.416170076793j)
(0.365313214218+0.601525946875j)
(0.110156719725+0.689565378454j)
(-0.156299370501+0.678726415289j)
(-0.398796833125+0.567310141196j)
(-0.581662721518+0.379352914944j)
(-0.68565748191+0.127318903022j)
(-0.679832182442-0.146966612098j)
(-0.567827647799-0.393951314176j)
(-0.376750580765-0.580182091416j)
(-0.129677286091-0.680960567374j)
(0.143367811426-0.679727071542j)
(0.390331283566-0.57239179887j)
(0.579772429679-0.37540981312j)
(0.674100221394-0.124750144186j)
(0.669527720271+0.145038503137j)
(0.563200091289+0.388423477164j)
(0.370014542254+0.579264623102j)
(0.120542807976+0.675373950704j)
(-0.156036979441+0.674732596441j)
(-0.404483464511+0.557027995907j)
(-0.592453253139+0.35723733032j)
(-0.682148838338+0.101154058249j)
(-0.675533161833-0.171330681638j)
(-0.554361227724-0.416439670748j)
(-0.35304702058-0.605783690506j)
(-0.0907117526611-0.695409654124j)
(0.192569548199-0.687036834386j)
(0.436628638886-0.555590649986j)
(0.626507193459-0.347668024293j)
(0.711583048972-0.0800134826736j)
(0.692997053578+0.208742275305j)
(0.555299403029+0.46146298496j)
(0.335691904755+0.653411853331j)
(0.0595182449277+0.725605684893j)
(-0.23099213292+0.706708561797j)
(-0.483351023502+0.564223250111j)
(-0.680606932681+0.338459159077j)
(-0.755923926412+0.0472202124623j)
(-0.736159703714-0.260378081902j)
(-0.575904164257-0.517035507531j)
(-0.33622003958-0.719332485223j)
(-0.0391996154728-0.788408531493j)
(0.278265172612-0.758185793996j)
(0.542971360468-0.595802264646j)
(0.754530081002-0.341578732002j)
(0.824730676189-0.0327723601548j)
(0.792469670184+0.303204304999j)
(0.628752193941+0.575461205196j)
(0.361612152327+0.80424547767j)
(0.03850068361+0.883001645399j)
(-0.320303505772+0.847553183866j)
(-0.608499877218+0.672621192821j)
(-0.838621813918+0.38879365022j)
(-0.925252098644+0.0623202230349j)
(-0.89061122212-0.307543851707j)
(-0.731957799122-0.622565183385j)
(-0.43186429882-0.879120735175j)
(-0.0931887432236-0.990354986583j)
(0.307129768617-0.961768716704j)
(0.634937204285-0.806005415818j)
(0.906967747712-0.508227721455j)
(1.05171444587-0.157572495048j)
(1.02941983036+0.254006535317j)
(0.898315380206+0.609996610005j)
(0.606786156819+0.897263048628j)
(0.262538643931+1.07313233303j)
(-0.149599322627+1.08204456623j)
(-0.527291178036+0.979374938593j)
(-0.852495700115+0.706501600463j)
(-1.06799350601+0.364032153543j)
(-1.10677490011-0.0477156910573j)
(-1.02370186377-0.443921252913j)
(-0.78529071673-0.755932715608j)
(-0.465269902842-0.998554908927j)
(-0.0844680057757-1.07161958675j)
(0.316044454809-1.02968569818j)
(0.633549789115-0.824860486311j)
(0.891089248841-0.526258663234j)
(0.997061772132-0.178108818574j)
(0.981184945135+0.208642651289j)
(0.826051854861+0.523671713548j)
(0.548947100295+0.782065384832j)
(0.23000604842+0.903752084169j)
(-0.131211292183+0.890675313828j)
(-0.427180326932+0.773850674898j)
(-0.667133683277+0.535376627391j)
(-0.805876343258+0.258047403701j)
(-0.811965710031-0.0780682624525j)
(-0.714822167591-0.372331785222j)
(-0.494692253071-0.592888756023j)
(-0.23288359007-0.726821799346j)
(0.0516446610797-0.730207452517j)
(0.323707063192-0.64019843357j)
(0.523286627554-0.45722016693j)
(0.652038936516-0.212638141088j)
(0.660432553523+0.0491445758989j)
(0.574687530644+0.295520722867j)
(0.409415846598+0.477927712268j)
(0.184887694044+0.589016879494j)
(-0.0578633987392+0.600018027061j)
(-0.284249907557+0.515723683095j)
(-0.453461838659+0.35080774438j)
(-0.54039882869+0.14136133138j)
(-0.542554980634-0.0764937204243j)
(-0.46076901174-0.273165418578j)
(-0.313559610876-0.426282999203j)
(-0.116618433848-0.506527265287j)
(0.0920005665812-0.504348626497j)
(0.280769192246-0.417975938863j)
(0.407016751347-0.269449630166j)
(0.47244284666-0.0807056100803j)
(0.456203939642+0.107652628761j)
(0.368215852612+0.277759002563j)
(0.22451455478+0.394662780493j)
(0.0453871444193+0.442180843826j)
(-0.132647643803+0.422209688369j)
(-0.281396772516+0.329841703949j)
(-0.388270189745+0.189459709113j)
(-0.424936203491+0.0202662650866j)
(-0.395617863416-0.155478083797j)
(-0.293772095674-0.290866589353j)
(-0.146700212821-0.382886775589j)
(0.0139800004085-0.400778304409j)
(0.170002195933-0.357498364118j)
(0.29476068496-0.266623837386j)
(0.372811103364-0.122760116937j)
(0.392119717818+0.0396318054058j)
(0.332683126435+0.185920933451j)
(0.233190397677+0.308372203704j)
(0.0904320990593+0.366184858685j)
(-0.0676264672779+0.371868880915j)
(-0.201630941278+0.308652467044j)
(-0.312853345347+0.196709112594j)
(-0.361560861714+0.0610297167221j)
(-0.347917034746-0.0931953863j)
(-0.288604397274-0.222722642386j)
(-0.169102328517-0.310968377245j)
(-0.0333703048439-0.364078564396j)
(0.114405965326-0.33576377987j)
(0.247922360326-0.263832759492j)
(0.320683894958-0.14155347885j)
(0.35353487213+0.00326218490342j)
(0.321333948632+0.138793968933j)
(0.235248430247+0.25819105938j)
(0.121437380716+0.329233234673j)
(-0.0273427397825+0.343861069358j)
(-0.163905792262+0.310697990164j)
(-0.270946265778+0.21250295804j)
(-0.340330360751+0.0875888444752j)
(-0.341785889392-0.0491636410552j)
(-0.293755970154-0.191943342642j)
(-0.188467880933-0.283979504483j)
(-0.0538325120206-0.340711105007j)
(0.0811800442408-0.338640406562j)
(0.211290994054-0.272106837288j)
(0.305569241157-0.169367539659j)
(0.345759670727-0.0349409577845j)
(0.33756029761+0.112144588428j)
(0.266113066406+0.234347518109j)
(0.145528954371+0.32726164716j)
(0.00898457902213+0.353787560365j)
(-0.143489555777+0.32739837391j)
(-0.260650789261+0.247992158228j)
(-0.337385011558+0.122004059781j)
(-0.363737020875-0.0234753696123j)
(-0.322319611916-0.161686166419j)
(-0.232070555392-0.283885347253j)
(-0.104721113617-0.354037617165j)
(0.05140463842-0.371753969457j)
(0.196193184783-0.321662876479j)
(0.31212659025-0.214269289148j)
(0.375887811796-0.0747674441954j)
(0.373263806248+0.0837100995389j)
(0.315788134756+0.227520269873j)
(0.20034058441+0.33637367531j)
(0.0503598187845+0.392002284806j)
(-0.110918064283+0.386421217107j)
(-0.257647368247+0.311702922817j)
(-0.367657252466+0.18926935635j)
(-0.415676835298+0.0242787821222j)
(-0.400379060897-0.142674132049j)
(-0.312876408372-0.297582899615j)
(-0.172941088718-0.398925971143j)
(0.000767631272002-0.439497043198j)
(0.173548369617-0.409189560927j)
(0.327044823754-0.314142384074j)
(0.428962139894-0.165330348131j)
(0.46583414942+0.0174934697011j)
(0.431595943331+0.205550787404j)
(0.321083053299+0.365555750556j)
(0.14937222313+0.471584926591j)
(-0.0425737588456+0.500932229676j)
(-0.241544406205+0.447309827752j)
(-0.410259192587+0.333105762786j)
(-0.509447391844+0.14778780399j)
(-0.543659977898-0.0660183300269j)
(-0.486895395941-0.268289362388j)
(-0.351746258796-0.447363103091j)
(-0.164076939398-0.562342043853j)
(0.073725614088-0.589526910203j)
(0.302912949637-0.540280340469j)
(0.490981329041-0.386120426735j)
(0.621013825858-0.167935060321j)
(0.641621027039+0.0645101527658j)
(0.579009480742+0.324382858107j)
(0.440723584894+0.523079102808j)
(0.210309111214+0.656614975524j)
(-0.0476670341872+0.716563708756j)
(-0.310711626279+0.654660099789j)
(-0.558813811833+0.5017917593j)
(-0.707056338885+0.28178859112j)
(-0.773979090298-0.0130129208939j)
(-0.743547971323-0.2834498265j)
(-0.573046270371-0.533198115166j)
(-0.353195445892-0.72700254597j)
(-0.0754299582544-0.794488224968j)
(0.228906547715-0.779922948037j)
(0.479549528105-0.66636963219j)
(0.693734599103-0.441014144994j)
(0.826465490432-0.175098674589j)
(0.811905558924+0.12601295197j)
(0.7186689136+0.418396015447j)
(0.516164969099+0.616583701764j)
(0.248765129303+0.759050395834j)
(-0.0275283443294+0.791938692609j)
(-0.302683834993+0.704468693605j)
(-0.529242589988+0.547070873905j)
(-0.66315378159+0.311160001053j)
(-0.723312881981+0.0373628858241j)
(-0.670097995962-0.214826118485j)
(-0.521710811987-0.442710532776j)
(-0.321450615031-0.594604436229j)
(-0.0676520476771-0.645387473798j)
(0.175902523885-0.610364182608j)
(0.374628260251-0.481336924705j)
(0.515669623842-0.293283452701j)
(0.575222386576-0.0824983631656j)
(0.547641101674+0.139719061209j)
(0.450640475915+0.335627618444j)
(0.277547936543+0.463019855289j)
(0.0746608380089+0.522536477499j)
(-0.126303441639+0.493005457342j)
(-0.298673066058+0.395000820046j)
(-0.416361983135+0.239267887326j)
(-0.467412678161+0.0572606822107j)
(-0.439622690631-0.124091886454j)
(-0.348180756106-0.280528492994j)
(-0.204485965491-0.381176324173j)
(-0.0433366622149-0.422028709328j)
(0.128844460226-0.399455923963j)
(0.26818186438-0.310238342377j)
(0.361914792451-0.171328024034j)
(0.39121422978-0.0152952788609j)
(0.352407942315+0.135729785102j)
(0.269275979984+0.263618562991j)
(0.139804790073+0.335631707154j)
(-0.00683563222407+0.358653093865j)
(-0.143105018433+0.323319163747j)
(-0.255196990324+0.233574748971j)
(-0.32652898377+0.111001597338j)
(-0.332841934904-0.0217549796116j)
(-0.291915724969-0.155188208947j)
(-0.207688605925-0.252268807396j)
(-0.0831097510867-0.306733401745j)
(0.0449427147958-0.314144652872j)
(0.160549071485-0.258796797561j)
(0.250935161918-0.172963138137j)
(0.291133956013-0.0631300841164j)
(0.287865118461+0.0633219749081j)
(0.242387008684+0.170893269246j)
(0.147447222607+0.245886090862j)
(0.0319613549866+0.288074902665j)
(-0.0772399991464+0.270538031639j)
(-0.181279722413+0.209977162564j)
(-0.248274224794+0.126057157921j)
(-0.269193948329+0.0147547298228j)
(-0.254870209015-0.0971181641843j)
(-0.192895212938-0.183606652167j)
(-0.0978454592993-0.242082661654j)
(0.0037932191238-0.262734916018j)
(0.106303605096-0.23239540006j)
(0.195198184502-0.171153597292j)
(0.240433379445-0.0810497876177j)
(0.249687243063+0.0290794638935j)
(0.220248832888+0.123292286377j)
(0.146049246655+0.194211014038j)
(0.0588330153599+0.238207867134j)
(-0.0392912669237+0.237434628606j)
(-0.133396566589+0.20085003613j)
(-0.201364663702+0.12993088491j)
(-0.231888202749+0.0366126801734j)
(-0.228480245365-0.0608742842075j)
(-0.183119342334-0.142927913203j)
(-0.10758731589-0.205043218586j)
(-0.0178259857181-0.229061079827j)
(0.07660336811-0.213898173874j)
(0.155678329641-0.162887615206j)
(0.204934531587-0.0870437618105j)
(0.222903958525+0.00135057057398j)
(0.202202173028+0.0908449695922j)
(0.147959980182+0.166117135284j)
(0.0673473690911+0.209845011718j)
(-0.0244860259718+0.218348172433j)
(-0.108648244424+0.18960311654j)
(-0.173372845212+0.127762421055j)
(-0.210185035365+0.0458439391076j)
(-0.211289901046-0.0412684562255j)
(-0.173670595276-0.125727361895j)
(-0.11234031545-0.187027230792j)
(-0.0268530445331-0.211156707597j)
(0.0624863861294-0.207115252376j)
(0.139136012127-0.163690076455j)
(0.192589801127-0.0907705604207j)
(0.216092273168-0.0061998580426j)
(0.197441322402+0.0808720497437j)
(0.1469952031+0.158051348551j)
(0.072636735778+0.199700432964j)
(-0.0152760670738+0.21104663791j)
(-0.101965431788+0.193918510048j)
(-0.169125964779+0.13276918473j)
(-0.213107248949+0.0518545872029j)
(-0.21585870174-0.0370213234627j)
(-0.180104930785-0.121818840274j)
(-0.120530880362-0.187545567883j)
(-0.0349190856297-0.217827394665j)
(0.0618789774195-0.215884405243j)
(0.14246753964-0.180057711351j)
(0.200126871624-0.102072488682j)
(0.230040049295-0.0116808370295j)
(0.21708076421+0.0743329709532j)
(0.165163096285+0.161995335676j)
(0.0914401241382+0.219924262428j)
(-0.00659505549879+0.234614582694j)
(-0.106557802648+0.215949238283j)
(-0.182168095506+0.161139250949j)
(-0.230897938545+0.0684386094779j)
(-0.246613806647-0.0304105970281j)
(-0.220176223188-0.123825576524j)
(-0.148545778739-0.205530693527j)
(-0.056797038342-0.25252344493j)
(0.051094009261-0.253094167887j)
(0.154796691452-0.215524490106j)
(0.226601719845-0.140984568137j)
(0.269932783475-0.0356267138657j)
(0.269007816076+0.0741561184032j)
(0.217990195702+0.178446795641j)
(0.12912580177+0.255760646935j)
(0.0199254848262+0.28809503736j)
(-0.0984445511111+0.27709256908j)
(-0.206351117552+0.221070713675j)
(-0.281514786591+0.121487534191j)
(-0.315513082433-0.00134422354736j)
(-0.292270674541-0.129310518953j)
(-0.222020766196-0.238284208735j)
(-0.114835212222-0.312194284186j)
(0.0186836326257-0.338449935506j)
(0.153807891216-0.316540023944j)
(0.271654815326-0.231031238659j)
(0.352242916941-0.106472041979j)
(0.3726823927+0.0359679708583j)
(0.332319615622+0.183347490104j)
(0.250136222376+0.309014057782j)
(0.113932419617+0.388715601032j)
(-0.0527497356682+0.414281575558j)
(-0.211736741419+0.375089248548j)
(-0.343704127193+0.263312300878j)
(-0.438818379906+0.116855693191j)
(-0.461980608978-0.0462479130861j)
(-0.418697775636-0.232812580931j)
(-0.31789023387-0.390574194439j)
(-0.144507257038-0.486189927395j)
(0.0567643977587-0.522988829829j)
(0.238604587018-0.480632849679j)
(0.404161438332-0.362633824881j)
(0.538627662173-0.199747738613j)
(0.587054011951+0.00506582301168j)
(0.54749424112+0.232167431474j)
(0.450640691689+0.424843914986j)
(0.266351079518+0.548244875162j)
(0.0514337567253+0.619698509188j)
(-0.158506445956+0.613490659302j)
(-0.377616462845+0.518191916628j)
(-0.554805644505+0.361219154647j)
(-0.636306832678+0.14799779142j)
(-0.638573905552-0.0949084542036j)
(-0.573383214935-0.304489271429j)
(-0.430525936269-0.463408616736j)
(-0.234118297529-0.595201041786j)
(-0.0166352914344-0.640923164481j)
(0.213167046075-0.58036667431j)
(0.40029290635-0.456336526169j)
(0.508628178355-0.275165732857j)
(0.559052334908-0.075040718797j)
(0.540066094641+0.122386228103j)
(0.450808961288+0.309330972784j)
(0.288780494585+0.443327405149j)
(0.0951657190775+0.501707397016j)
(-0.0934137087036+0.476970264277j)
(-0.249104433452+0.397686070989j)
(-0.367862130267+0.271601525616j)
(-0.437560025633+0.112147662912j)
(-0.432941429744-0.0628340695773j)
(-0.356378919817-0.224814098052j)
(-0.237174406753-0.326519485416j)
(-0.0850227343826-0.372016298225j)
(0.0578203874768-0.370681118626j)
(0.184346202112-0.315117209359j)
(0.295464941476-0.209379948538j)
(0.348788923919-0.0722458299568j)
(0.331448143023+0.069915850799j)
(0.262721988299+0.190641145574j)
(0.172516284204+0.26467106158j)
(0.0569622555079+0.300148334697j)
(-0.0717621735345+0.30185393444j)
(-0.180633314439+0.245021308462j)
(-0.257505814347+0.1365313115j)
(-0.284926612022+0.0229666353125j)
(-0.257081112279-0.0783585748004j)
(-0.202989330727-0.172645926995j)
(-0.124659726584-0.24082575235j)
(-0.0158495656638-0.263435097147j)
(0.102270927454-0.24260290525j)
(0.182980800646-0.177165232223j)
(0.222596611794-0.0820775889927j)
(0.236887368179+0.0105612183617j)
(0.215225097712+0.094455836423j)
(0.15538632348+0.176527644537j)
(0.0692294385436+0.228746469298j)
(-0.030999239919+0.228136335638j)
(-0.118317690288+0.187328341067j)
(-0.17697929247+0.124973663641j)
(-0.206947864035+0.0488011010186j)
(-0.211733745477-0.0400958240853j)
(-0.179167757646-0.122853337592j)
(-0.107796565201-0.184339409335j)
(-0.019135527755-0.207085236543j)
(0.058834781376-0.190236577655j)
(0.125375641824-0.151616342043j)
(0.175465130325-0.0929048226038j)
(0.200625097983-0.0129054628325j)
(0.18806462434+0.0743964092421j)
(0.134497242914+0.143434878931j)
(0.0627422937935+0.179528898599j)
(-0.0105776767902+0.184451362369j)
(-0.0805893685125+0.164863630887j)
(-0.141851460396+0.123483595936j)
(-0.18238693708+0.0539240806975j)
(-0.186256907009-0.0300923916672j)
(-0.155747290795-0.102965005222j)
(-0.0989199326869-0.147667745145j)
(-0.0310927994503-0.174316927762j)
(0.0356101409931-0.177023827388j)
(0.10456068557-0.147199732799j)
(0.163223306926-0.0866867869845j)
(0.179508239449-0.0119333038863j)
(0.16298674467+0.061229774359j)
(0.126168279566+0.118346690085j)
(0.0727721002065+0.154931310087j)
(0.00413550974294+0.173043442831j)
(-0.0719998789124+0.166046065563j)
(-0.130964548406+0.119304138234j)
(-0.166487063334+0.0464155220532j)
(-0.170783539705-0.0206281245042j)
(-0.145295396405-0.0795343296724j)
(-0.104233021968-0.135604685836j)
(-0.0444421333849-0.169069836068j)
(0.0330739512052-0.17133275426j)
(0.105205790109-0.141909383389j)
(0.148241687347-0.0852321611716j)
(0.164795449789-0.0201861368207j)
(0.161665608729+0.0469557519105j)
(0.135553940237+0.105916704612j)
(0.0788892386006+0.156849410284j)
(0.0057121297031+0.178444856419j)
(-0.0673405130997+0.159173542755j)
(-0.12288843661+0.114715162628j)
(-0.156259659554+0.0618136352984j)
(-0.17143063699-0.00368825890723j)
(-0.159516523924-0.0762548625703j)
(-0.113910017667-0.137897627193j)
(-0.0437854941559-0.171855217728j)
(0.0309249683933-0.169903718942j)
(0.0919625512221-0.142747994915j)
(0.141815590125-0.0983777845635j)
(0.172856203395-0.0350527638047j)
(0.175555224451+0.0416295884155j)
(0.14468417148+0.11592541541j)
(0.0821556307375+0.159749841672j)
(0.00773013315716+0.177373794805j)
(-0.0573416659954+0.170414534875j)
(-0.119910500472+0.134429533619j)
(-0.171570161034+0.0734893604764j)
(-0.192907572305-0.00230443758331j)
(-0.169824586484-0.0824581536137j)
(-0.119164291748-0.146405873169j)
(-0.0590997301552-0.178961329202j)
(0.015556324942-0.186494912323j)
(0.0959502658369-0.171931509925j)
(0.158604434308-0.12685815758j)
(0.197857294255-0.0406779501608j)
(0.200595009245+0.0456559769995j)
(0.165000150281+0.113767544345j)
(0.104824061517+0.170584475255j)
(0.0322478621266+0.208545387386j)
(-0.0545784621938+0.207476757501j)
(-0.141117592053+0.166539803375j)
(-0.20040776825+0.0960842033961j)
(-0.219236333378+0.00878235225417j)
(-0.204096863225-0.0800346268746j)
(-0.166394179365-0.156627036994j)
(-0.0949052693243-0.212566802926j)
(0.00556043572444-0.240963315638j)
(0.106635617402-0.222499309272j)
(0.187625281073-0.155480705635j)
(0.23448433662-0.0720163326897j)
(0.246848917171+0.0228915629183j)
(0.228758516438+0.121539624265j)
(0.166827243585+0.211612661945j)
(0.0681165777291+0.270769591773j)
(-0.0500906305301+0.277787954706j)
(-0.155386189126+0.234491444868j)
(-0.235234429675+0.157604817153j)
(-0.28758183142+0.0603925778524j)
(-0.29955465852-0.0570640323107j)
(-0.25520435924-0.183827159177j)
(-0.16775855217-0.279709207321j)
(-0.0452850189767-0.319886133586j)
(0.0920587629347-0.314474212376j)
(0.201671631534-0.277144153299j)
(0.297590721751-0.182083223352j)
(0.361792184286-0.0450463213578j)
(0.366444054376+0.103872538637j)
(0.295685506149+0.238438207729j)
(0.174289931299+0.341401858876j)
(0.0453276989567+0.396475305166j)
(-0.103356855097+0.388255004499j)
(-0.268248652356+0.334020313244j)
(-0.393421408011+0.224669791052j)
(-0.447133923301+0.0459865213291j)
(-0.447469041504-0.137029880978j)
(-0.377035229803-0.287237002296j)
(-0.252487336993-0.410878940956j)
(-0.0807870940972-0.502696864681j)
(0.110446934336-0.524087707037j)
(0.307892543018-0.446590211241j)
(0.469902867292-0.29810764343j)
(0.549898498951-0.12600528843j)
(0.560607233936+0.0760958904798j)
(0.526953456632+0.282577481512j)
(0.410945547629+0.459649801826j)
